speaker	vowel/frame	context	F1	F2	F3	gl F1	gl F2	gl F3
PTX023JL	BAR	"(No, but [P]) Tharp_s (tool store ought)"	807	1480	3317
PTX023JL	BAR	([pause] The) tar (on the road had)	911	1327	3096
PTX023JL	BAR	"(gone from) hard (to soft, since)"	975	1284	3521
PTX023JL	BAR	"(wash that big,) dark (cooking pot on)"	704	1452	3131
PTX023JL	BAT	(too cold) Saturday (to soak)	915	2066	3216
PTX023JL	BAT	(He still) hadn't ([P] started washing)	999	1985	3385
PTX023JL	BAT	(took off as) fast (as he could)	1011	1836	3464
PTX023JL	BAT	(he) passed (both a school)	970	1825	3166
PTX023JL	BAT	(hospital [pause]) After (five minutes)	850	1674	3092
PTX023JL	BAT	(air was so) bad (it made him)	1050	1856	3396
PTX023JL	BAT	(can looked) happy ([pause] He)	1023	2043	3318
PTX023JL	BAT	(He headed) back (to town)	1038	2031	3264
PTX023JL	BAT	(bought some) gas (because Joan)	960	1930	3264
PTX023JL	BAT	(a bushel) basket ([pause] He rushed)	992	1913	3574
PTX023JL	BAT	(I just came) back ([P])	1017	2045	3317
PTX023JL	BAT	(test or you won't) pass. ([P])	999	2044	3343			
PTX023JL	BAT	"(I take a) bath, (I eat, and then I go)"	1062	1749	3103			
PTX023JL	BEAT	(thousand) seagulls (eating)	493	2977	3732	491	3038	3675
PTX023JL	BEAT	(seagulls) eating (dead fish)	398	3373	4116	453	3146	3774
PTX023JL	BEAT	"(Friday, all) he'd (seen were)"	363	3207	4062	363	3207	4062
PTX023JL	BEAT	([pause] He--[P]) He'd (be a fool if)	405	3490	3867	510	3347	3893
PTX023JL	BEAT	(He'd) be (a fool if he)	453	3113	3706	506	3192	3678
PTX023JL	BEAT	(At) least (August was)	538	3120	3777	512	2902	3632
PTX023JL	BEAT	(August was) peaceful ([pause])	475	2839	3581	479	2876	3645
PTX023JL	BEAT	(refreshed [pause]) Even (a goat)	467	3466	3747	492	2443	3465
PTX023JL	BEAT	"(10-lb. bags) cheap, (the manager)"	459	3361	4102	447	3440	4326
PTX023JL	BEAT	(I only) need (five right now)	545	3402	3952	653	3334	3872
PTX023JL	BET	(eating) dead (fish)	713	2740	3568			
PTX023JL	BET	"(Dam [pause]) Next, (he rode through)"	875	2787	3814			
PTX023JL	BET	(He) headed (back to town)	696	2743	3434			
PTX023JL	BET	(medicine--[P]) medical  (insurance on)	708	2441	3571			
PTX023JL	BET	(Tuesday [pause]) Checking (his pocket)	725	3211	3612			
PTX023JL	BET	(having a) special (on light bulbs)	685	2229	3303			
PTX023JL	BET	"(and then,) second, (two cots on sale)"	623	2875	3484			
PTX023JL	BET	(I guess--[P] I) guess (there_s no cure)	812	2686	3491			
PTX023JL	BET	(My room's) Texas (Longhorns. [P])	776	2589	3654			
PTX023JL	BET	"(I eat, and then I go to) bed. ([P])"	671	2567	3798			
PTX023JL	BIDE	(courtyard [P]) courtside. ([pause] His)	861	1964	3851	825	2590	3812
PTX023JL	BIDE	(out of his) drive. ([pause] I can_t)	913	2142	2825	740	2305	3163
PTX023JL	BIDE	(cooped up) inside (on such a nice)	833	1922	3628	563	2815	3598
PTX023JL	BIDE	"(After) five (minutes, he drove)"	936	1342	3213	795	2412	3323
PTX023JL	BIDE	"(On) Friday, (all he_d seen were)"	818	2273	2946	701	2429	3064
PTX023JL	BIDE	(any driver [P]) driveway (salt to do--)	923	1973	2967	640	2157	3163
PTX023JL	BIDE	"(only need) five (right now, he)"	979	1512	3250	838	2337	3361
PTX023JL	BIDE	(in his small-) sized (foreign auto)	907	1739	3511	538	2743	3109
PTX023JL	BIDE	"(fire in her) eyes, (he took a)"	956	1497	3116	587	2820	3337
PTX023JL	BIT	(washing the) dishes (from last)	495	2694	3304			
PTX023JL	BIT	(could and) hit (the [P] culte--cultevert--)	532	2845	3762			
PTX023JL	BIT	"(telephone poles) zip ([P] by, he passed)"	611	2860	3629			
PTX023JL	BIT	(eating dead) fish ([pause] On)	637	2648	3425			
PTX023JL	BIT	(if he) didn_t (have the sense)	555	2791	3643			
PTX023JL	BIT	"(bothered) it, (too [pause])"	555	3008	3698			
PTX023JL	BIT	(a tight) fit (in his small)	512	2927	3659			
PTX023JL	BIT	(saw a guyfi--[P]) fixing (the roof of)	573	2769	3373			
PTX023JL	BIT	(stove [pause]) Picturing (the fire)	568	2669	3375			
PTX023JL	BIT	(no curse for) this ([P] cure for this)	581	2547	3747			
PTX023JL	BITE	"(golf partner,) Pike, (was gone, and)"	930	1202	3141	802	2864	3310
PTX023JL	BITE	"(before his) wife, (Joan, caught him)"	901	1247	3168	511	2710	3377
PTX023JL	BITE	(from last) night. ([pause] He took)	994	2151	3718	830	2724	3346
PTX023JL	BITE	"(on such a) nice (day, he thought)"	916	2307	3543	700	2561	3409
PTX023JL	BITE	(he saw a) sight (to behold [pause])	975	1509	3368	689	3004	3743
PTX023JL	BITE	"(need five) right (now, he nodded)"	823	1964	2900	792	2332	3083
PTX023JL	BITE	"(special on) light (bulbs, and first)"	877	2049	3727	743	2549	3757
PTX023JL	BITE	(they were a) tight (fit in his small)	1023	1944	3554	561	2881	3702
PTX023JL	BOAT	(Saturday to) soak (in his pool)	563	1257	3240	596	1169	3155
PTX023JL	BOAT	"(minutes, he) drove (around Hoover)"	606	1342	3136	576	1115	3303
PTX023JL	BOAT	(pushing a) boat (through the water)	613	1083	3577	539	1053	3380
PTX023JL	BOAT	(Next to the) rode (through some farms)	668	1284	3332	586	1189	3585
PTX023JL	BOAT	(ragweed was) so (bad it made him)	600	1094	4072	528	945	3992
PTX023JL	BOAT	(sense to avoid) those (plants [pause])	522	1356	3777	521	1361	3826
PTX023JL	BOAT	(Even a) goat (chewing on a tin can)	509	1101	3975	503	990	3923
PTX023JL	BOAT	"(manager [pause]) No, (but Tharp_s)"	662	1774	3464	690	1097	3324
PTX023JL	BOAT	(put a fall [P]) coat (of paint on my own)	607	1175	3504	629	1286	3548
PTX023JL	BOAT	(pot on the [P]) stove. ([P] Picturing)	683	1440	3621	602	1067	3894
PTX023JL	BOAT	(out the dish) soap. ([pause] I guess)	647	1377	3689	656	1247	3692
PTX023JL	BOAT	(and they) poke (me with needles)	610	925	3327	621	895	3275
PTX023JL	BOAT	(Well [P]) those (three papers count as)	572	1185	3702	571	1183	3564
PTX023JL	BOAT	(was thinking of) Dakota. (I'm sorry. [P])	519	1002	3445	579	967	3353
PTX023JL	BOT=BOUGHT	(his ears) throb ([pause] As)	888	1339	3027			
PTX023JL	BOT=BOUGHT	([pause]) Watching (the telephone)	781	1411	3011
PTX023JL	BOT=BOUGHT	(and a) hospital. ([pause] After)	1077	1592	3321
PTX023JL	BOT=BOUGHT	(hoarse [pause]) Not (far away)	942	1415	3695
PTX023JL	BOT=BOUGHT	"(ragweed) bothered (it, too)"	874	1357	3316
PTX023JL	BOT=BOUGHT	(Checking his) pocket (for cash)	715	1458	3380
PTX023JL	BOT=BOUGHT	"(cash, he) stopped (at a Gulf)"	970	1386	3369
PTX023JL	BOT=BOUGHT	"(nodded [P] wait [P]) nodded, (plus some)"	1038	1762	3607
PTX023JL	BOT=BOUGHT	(cots on s--[P] co--[P]) cots (on sale)	983	1548	3185
PTX023JL	BOT=BOUGHT	"(since it had) gotten (hot, and)"	906	1415	3287
PTX023JL	BOT=BOUGHT	"(gotten) hot, (and he recalled)"	1018	1355	3471
PTX023JL	BOT=BOUGHT	(would be) hostile (if he didn_t)	930	1431	3426
PTX023JL	BOT=BOUGHT	(cooking) pot (on the stove)	860	1383	3323
PTX023JL	BOT=BOUGHT	(and his) daughter (was playing)	899	1275	3247
PTX023JL	BOT=BOUGHT	(Joan [P]) caught (him [P]  He still)	947	1375	3206
PTX023JL	BOT=BOUGHT	(He took) off (as fast as he)	872	1381	3402
PTX023JL	BOT=BOUGHT	"(day, he) thought ([pause] Watching)"	934	1267	3417
PTX023JL	BOT=BOUGHT	(where he) saw (a f--sight to behold)	856	1197	3285			
PTX023JL	BOT=BOUGHT	(made him) cough ([pause] He_d be)	883	1322	3227			
PTX023JL	BOT=BOUGHT	(looking at a) hawk ([P] above at the)	882	1306	3231			
PTX023JL	BOT=BOUGHT	(station and) bought (some gas)	943	1380	3405			
PTX023JL	BOT=BOUGHT	(tool store) ought (to--[P] to sell ten-pound)	960	1590	3281			
PTX023JL	BOT=BOUGHT	([P] foreign) auto ([pause] On the)	956	1376	3150			
PTX023JL	BOT=BOUGHT	"(house and) thought, (I need to put)"	889	1383	3372			
PTX023JL	BOT=BOUGHT	"(from hard to) soft, (since it had)"	972	1288	3488			
PTX023JL	BOUT	(wanted to get) out (of the house)	989	1696	3154	882	1564	3307
PTX023JL	BOUT	(out of the) house (so he dashed)	931	1305	3353	638	1687	3804
PTX023JL	BOUT	(been a) thousand (seagulls eating)	884	1561	3563	577	1374	3878
PTX023JL	BOUT	"([P] horses,) cows, (and bu--and a bull)"	928	1891	3575	721	1360	3676
PTX023JL	BOUT	([P] and) now (he felt refreshed)	1074	1974	3268	1029	1479	3406
PTX023JL	BOUT	(roof of his) house (and thought)	903	1504	3407	843	1431	3531
PTX023JL	BOUT	(as he poured) out ([P] the dish soap)	975	1586	3257	720	1366	3388
PTX023JL	BOUT	"(Like,) how (do you get Jekota from)"	863	1876	3318	837	1883	3217
PTX023JL	BUT	(stay cooped) up (inside on such)	844	1310	3322
PTX023JL	BUT	(up inside on) such (a nice day)	573	2317	3681
PTX023JL	BUT	(There) must_ve ([P] been a thousand)	746	1926	3687
PTX023JL	BUT	(ragweed in the) dust (-filled air)	760	1936	3826
PTX023JL	BUT	(at a hawk [P]) above ([P] at the hogs)	672	1389	3606
PTX023JL	BUT	"(he nodded,) plus (some hooks)"	807	1950	3703
PTX023JL	BUT	(took a) shortcut (down Tuttle)	679	1766	3351
PTX023JL	BUT	(shortcut down Tur--[P]) Tuttle (Street and)	779	1354	3466
PTX023JL	BUT	(hear his) other (daughter practicing)	795	1583	3209
PTX023JL	BUT	"(poor ears, he) muttered (as he poured)"	877	1524	3229
PTX023JL	BOOK	([pause] He) took (off as fast)	562	1589	3607
PTX023JL	BOOK	(fast as he) could (and hit the)	653	1779	3553
PTX023JL	BOOK	(were men) pushing (a boat)	513	1695	3412
PTX023JL	BOOK	(He enjoyed) looking (at a hawk)	553	1404	3412
PTX023JL	BOOK	"(plus some) hooks, (bolts, and a)"	664	1210	3559
PTX023JL	BOOK	(I need to) put (a fall coat of)	668	1890	3494
PTX023JL	BOOK	"(big, dark) cooking (pot on the)"	465	1662	3462			
PTX023JL	BOOK	"(stove, he) took (a shortcut down)"	569	1359	3525			
PTX023JL	BOOT	"(drove around) Hoover (Dam, where)"	505	1172	2571	509	1216	2423
PTX023JL	BOOT	"(he passed) Cooper’s (Forks, where)"	449	1402	3433	363	1296	2796
PTX023JL	BOOT	(pushing a boat) through ([P] the water)	466	1490	3387	471	1283	2506
PTX023JL	BOOT	(fixing the) roof (of his house)	505	1433	3145	508	1285	3027
PTX023JL	BOOT	(get mad at us to) move (so [P] it was)	486	1001	3623	249	1119	3685
PTX023JL	TOOT	"(foggy to) shoot (arrows, Sam)"	469	1268	3362	455	1534	3444
PTX023JL	TOOT	(rode [P]) th'ough (some farms with)	492	2006	3258	490	1259	3687
PTX023JL	TOOT	"(bothered it,) too. ([pause] At)"	486	2216	3537	600	1381	3626
PTX023JL	TOOT	(salt to do--[P] to) do (you? [P] he asked)	448	2332	3452	427	1700	3352
PTX023JL	TOOT	"(then, second,) two (cots on sale)"	481	2294	3517	485	1249	3591
PTX023JL	TOOT	(track.  I didn't) do (basketball [P])	451	1647	3384	452	1553	3561
PTX023JL	BOY	(farms with s--) soybeans (field and)	509	1181	3782	499	2688	3342
PTX023JL	BOY	(sense to) avoid (those plants [pause])	527	905	3574	540	2771	3447
PTX023JL	BOY	(They made his) voice (sound hoarse.)	534	996	3719	513	3037	3349
PTX023JL	BOY	([pause] He) enjoyed (looking at the)	519	1278	3434	548	2055	3216
PTX023JL	BORder=BOAR	(family car) before (his wife)	513	1695	3412			
PTX023JL	BORder=BOAR	(voice sound) hoarse ([pause] At)	553	1404	3412			
PTX023JL	BORder=BOAR	"(at the hogs,) horses, (cows, and a)"	664	1210	3559			
PTX023JL	BORder=BOAR	(passed Cooper’s) Forks (where he’d)	668	1890	3494			
PTX023JL	BORder=BOAR	"(rushed to the) store, (which was)"	465	1662	3462			
PTX023JL	BORder=BOAR	(took a) shortcut (down Tuttle)	569	1359	3525			
PTX023JL	BORder=BOAR	(as he) poured (out the dish soap)	505	1172	2571			
PTX023JL	BORder=BOAR	(decided to) tour (the countryside)	504	936	3546			
PTX023JL	BORder=BOAR	"(Oh, my) poor (ears, he muttered)"	617	1154	3177			
PTX023JL	BUR	(heard--[P] he) heard (a dog barking)	581	1961	2890			
PTX023JL	BUR	"(bulbs, and) first (he bought those)"	523	1889	2611			
PTX023JL	BUR	(there's no [P]) curse (for this--[P])	634	1971	2451			
PTX023JL	BUR	(I had to take a) nerve (test and then)	463	2021	2680			
PTX023JL	BUR	(turn in your language) work ([P] like)	639	1943	3096			
PTX023JL	BUR	([P] 'cause 'is) first (day o' school)	505	1905	2612			
PTX023JL	BUR	(there’s no) cure (for this [pause])	682	1907	3004			
PTX023JL	BARE	(in the dust-filled) air (was so bad)	586	2732	3308			
PTX023JL	BARE	(to town.)  There (he passed [P])	625	2601	3504			
PTX023JL	BARE	"(With a) spare (tire, they were a)"	556	2528	3168			
PTX023JL	BARE	(He likes the) Bears. ([P])	670	2197	2939			
PTX023JL	BEER	(made his) ears (throb [pause])	397	3211	3527			
PTX023JL	BEER	(in time to) hear (his other daughter)	475	3058	3608			
PTX023JL	BEER	"(Oh, my poor) ears (he muttered)"	428	3130	3415			
PTX023JL	BEER	(We had to) cheer (in the stands)	483	2340	3362			
PTX023JL	BEER	(mm--this) year (I was in volleyball)	549	2426	3210			
PTX023JL	POOL=PULL	(soak in his) pool (and too foggy)	505	967	3812	833	1528	3228
PTX023JL	POOL=PULL	(both a) school (and a hospital)	517	1067	3783	636	1156	3801
PTX023JL	POOL=PULL	(He’d be a) fool (if he didn’t have)	526	1108	3926	658	1332	3842
PTX023JL	POOL=PULL	(Tharp’s) tool (store ought to sell)	537	1188	3544	515	1240	3841
PTX023JL	POOL=PULL	(as he) pulled (out of his)	598	949	3784	691	1317	3585
PTX023JL	POOL=PULL	"(cows, and a) bull (this Saturday)"	503	961	3815	685	1208	3916
PTX023JL	POOL=PULL	(wanted a) full (tank [pause])	526	1033	3831	505	1008	3936
PTX023JL	PIN=PEN	([pause]) Since (it was too cold)	738	2464	3633			
PTX023JL	PIN=PEN	(cooped up) inside (on such a)	430	2759	3786			
PTX023JL	PIN=PEN	(After five) minutes (he drove)	548	2579	3538			
PTX023JL	PIN=PEN	(There must've) been (a thousand)	518	2809	3651			
PTX023JL	PIN=PEN	(chewing on a) tin (can looked)	630	2776	3768			
PTX023JL	PIN=PEN	(hard to soft) since (it had gotten)	617	2311	3664			
PTX023JL	PIN=PEN	(he'd seen were) men (pushing a)	573	2933	3823			
PTX023JL	PIN=PEN	(along the) end (of the dam)	613	2904	3765			
PTX023JL	PIN=PEN	(have the) sense (to avoid)	536	2521	3790			
PTX023JL	PIN=PEN	(don't have) any (driveway salt)	524	3076	3853			
PTX023JL	PIN=PEN	(ought to sell) ten-(pound bags)	808	2868	3720			
PTX023JL	PIN=PEN	"(things and) then (second, two)"	708	2688	3617			
